id_agresor,sexo_agre,edad_agre,r_fam_vic,conv_agre,r_nofiliar,zona_conf,armas
AGR_000700,M,31,3,2,,2,3
AGR_000701,M,46,4,2,,2,2
AGR_000702,M,16,18,2,,2,
AGR_000703,M,25,19,2,,2,3
AGR_000704,M,91,,,,2,4
AGR_000705,M,40,1,1,,2,15
AGR_000706,M,20,3,1,,2,3
AGR_000707,M,70,13,2,,2,
AGR_000708,M,23,2,2,,2,1
AGR_000709,M,17,3,2,,1,3
AGR_000710,M,38,1,1,,2,15
AGR_000711,M,99,8,2,,2,
AGR_000712,M,33,15,2,,1,
AGR_000713,M,37,23,2,,2,
AGR_000714,M,35,,,2,2,
AGR_000715,F,13,9,1,,2,15
AGR_000716,M,20,,,,2,4
AGR_000717,M,30,11,1,,2,3
AGR_000718,M,29,7,1,,1,2
AGR_000719,F,29,22,2,,2,
AGR_000720,M,0,25,2,12,2,
AGR_000721,M,0,10,1,,2,3
AGR_000722,F,0,22,2,,2,
AGR_000723,F,0,25,2,7,2,4
AGR_000724,M,0,24,2,,2,2
AGR_000725,M,2,24,1,,2,15
AGR_000726,M,17,22,2,,2,
AGR_000727,F,30,10,1,,2,3
AGR_000728,M,59,14,1,,2,
AGR_000729,M,25,,,,2,4
AGR_000730,M,27,2,1,,2,15
AGR_000731,F,27,2,1,,2,4
AGR_000732,M,40,1,1,,2,
AGR_000733,M,25,9,2,,2,
AGR_000734,M,40,22,2,,2,3
AGR_000735,M,30,2,1,,2,15
AGR_000736,M,20,23,1,,2,3
AGR_000737,M,23,9,1,,2,
AGR_000738,M,36,1,1,,2,3
AGR_000739,M,30,1,1,,1,1
AGR_000740,F,20,10,1,,2,15
AGR_000741,M,30,,,,2,4
AGR_000742,M,50,3,2,,2,3
AGR_000743,M,30,23,1,,2,15
AGR_000744,F,30,13,1,,2,15
AGR_000745,M,29,22,2,,2,
AGR_000746,F,36,2,1,,2,3
AGR_000747,M,28,7,2,,2,
AGR_000748,M,18,22,2,,1,
AGR_000749,M,99,2,1,,2,
AGR_000750,M,99,,,,2,
AGR_000751,M,42,1,2,,2,15
AGR_000752,M,24,6,2,,2,2
AGR_000753,M,26,3,2,,2,
AGR_000754,M,55,2,1,,2,3
AGR_000755,M,35,1,1,,2,1
AGR_000756,F,14,23,,,2,
AGR_000757,F,27,3,2,,1,10
AGR_000758,M,28,1,1,,2,3
AGR_000759,M,24,3,2,,1,
AGR_000760,M,42,3,2,,2,3
AGR_000761,M,39,1,2,,2,3
AGR_000762,M,99,5,2,,2,3
AGR_000763,M,25,9,1,,2,3
AGR_000764,F,0,10,1,,2,2
AGR_000765,F,0,23,2,,2,1
AGR_000766,I,0,25,2,8,2,3
AGR_000767,F,12,25,2,6,2,
AGR_000768,M,29,22,1,,2,3
AGR_000769,F,45,22,1,,2,4
AGR_000770,M,48,22,1,,2,3
AGR_000771,M,16,24,2,,2,
AGR_000772,M,31,22,1,,2,3
AGR_000773,M,34,22,2,,2,3
AGR_000774,M,19,23,2,,2,3
AGR_000775,M,21,23,2,,2,15
AGR_000776,M,49,1,1,,2,3
AGR_000777,F,16,22,,,2,
AGR_000778,F,25,21,2,,2,2
AGR_000779,M,30,2,2,,1,15
AGR_000780,M,42,2,1,,2,2
AGR_000781,M,58,9,1,,2,3
AGR_000782,M,42,23,2,,2,
AGR_000783,M,12,13,1,,1,
AGR_000784,M,18,22,2,,2,
AGR_000785,M,32,3,1,,2,3
AGR_000786,M,99,17,2,,2,
AGR_000787,M,25,,,,2,
AGR_000788,M,25,22,1,,1,
AGR_000789,M,46,7,2,,2,3
AGR_000790,M,23,1,1,,2,3
AGR_000791,M,50,14,1,,2,
AGR_000792,M,14,23,1,,2,
AGR_000793,F,31,10,1,,2,
AGR_000794,M,39,1,1,,2,15
AGR_000795,M,28,6,2,,2,
AGR_000796,F,20,13,1,,2,3
AGR_000797,M,36,22,2,,2,11
AGR_000798,M,10,18,2,,2,
AGR_000799,F,27,10,1,,2,
AGR_000800,M,44,22,2,,2,4
AGR_000801,F,20,2,1,,2,3
AGR_000802,F,13,3,1,,2,
AGR_000803,M,35,7,2,,2,3
AGR_000804,M,0,25,2,10,1,
AGR_000805,I,0,25,2,6,2,15
AGR_000806,M,12,24,1,,2,
AGR_000807,SD,99,25,2,4,2,
AGR_000808,M,35,9,2,,2,
AGR_000809,M,0,25,2,,2,
AGR_000810,F,34,22,1,,2,3
AGR_000811,F,30,22,1,,2,3
AGR_000812,F,33,23,2,,2,1
AGR_000813,M,40,25,2,7,2,
AGR_000814,M,23,22,1,,2,
AGR_000815,M,99,25,2,6,2,4
AGR_000816,M,56,24,1,,2,
AGR_000817,M,28,24,2,,2,
AGR_000818,F,20,24,1,,2,3
AGR_000819,M,13,24,1,,2,
AGR_000820,M,33,25,2,10,2,
AGR_000821,F,53,24,2,,2,3
AGR_000822,M,99,25,1,10,2,
AGR_000823,M,23,25,2,8,2,
AGR_000824,M,30,9,1,,2,
AGR_000825,M,38,22,1,,2,3
AGR_000826,M,53,1,1,,2,
AGR_000827,M,35,8,1,,2,
AGR_000828,M,50,8,2,,2,
AGR_000829,M,59,17,2,,2,3
AGR_000830,M,28,16,2,,2,
AGR_000831,M,32,1,1,,2,3
AGR_000832,M,18,3,1,,2,
AGR_000833,F,99,10,1,,2,
AGR_000834,M,35,,,,1,11
AGR_000835,M,41,1,1,,2,1
AGR_000836,M,23,3,2,,2,15
AGR_000837,M,60,13,1,,2,3
AGR_000838,M,28,22,2,,2,
AGR_000839,M,10,1,1,,1,
AGR_000840,F,20,23,2,,2,3
AGR_000841,M,30,3,2,,2,
AGR_000842,M,22,2,1,,1,3
AGR_000843,M,42,13,1,,2,3
AGR_000844,M,19,13,1,,2,3
AGR_000845,M,30,23,2,,2,3
AGR_000846,F,14,21,1,,2,
AGR_000847,M,99,17,2,,2,3
AGR_000848,M,33,2,1,,2,3
AGR_000849,M,24,18,1,,2,
AGR_000850,M,41,23,1,,2,
AGR_000851,M,38,22,2,,2,
AGR_000852,M,37,2,1,,2,15
AGR_000853,M,67,1,1,,2,15
AGR_000854,M,30,22,2,,2,10
AGR_000855,F,0,23,2,,1,3
AGR_000856,M,13,25,1,3,2,
AGR_000857,M,99,25,2,,2,
AGR_000858,M,12,25,2,10,2,
AGR_000859,M,99,24,2,,1,
AGR_000860,M,25,24,2,,2,
AGR_000861,F,30,25,2,10,2,3
AGR_000862,M,22,13,1,,2,3
AGR_000863,M,15,3,2,,2,
AGR_000864,M,25,17,2,,2,
AGR_000865,M,45,1,1,,2,3
AGR_000866,M,38,23,2,,2,
AGR_000867,M,33,7,2,,2,3
AGR_000868,M,40,17,2,,2,
AGR_000869,M,28,4,2,,2,1
AGR_000870,F,30,,,,2,3
AGR_000871,M,63,1,1,,1,15
AGR_000872,M,22,21,2,,2,3
AGR_000873,M,45,22,2,,2,3
AGR_000874,F,28,19,2,,2,3
AGR_000875,M,56,9,1,,2,3
AGR_000876,F,40,13,2,,2,3
AGR_000877,M,40,23,2,,1,
AGR_000878,M,65,,,,2,
AGR_000879,M,30,1,1,,2,13
AGR_000880,M,25,22,,,2,4
AGR_000881,M,45,22,2,,2,
AGR_000882,M,99,1,1,,2,
AGR_000883,F,37,10,1,,2,
AGR_000884,F,27,10,2,,2,3
AGR_000885,F,0,24,2,,2,4
AGR_000886,F,2,22,1,,,4
AGR_000887,M,0,25,1,7,2,3
AGR_000888,M,30,2,1,,1,3
AGR_000889,M,21,13,1,,2,3
AGR_000890,M,38,6,2,,2,3
AGR_000891,M,28,9,1,,2,3
AGR_000892,M,28,9,1,,2,1
AGR_000893,M,33,2,2,,2,3
AGR_000894,M,18,18,2,,2,
AGR_000895,M,55,14,1,,2,
AGR_000896,M,30,13,1,,2,3
AGR_000897,M,20,18,2,,2,
AGR_000898,M,39,9,2,,2,
AGR_000899,M,26,10,1,,1,15
AGR_000900,M,56,9,1,,2,
AGR_000901,M,31,7,2,,2,3
AGR_000902,M,42,2,1,,2,15
AGR_000903,M,18,,,,2,
AGR_000904,M,38,5,2,,2,3
AGR_000905,F,34,2,1,,2,15
AGR_000906,M,25,15,1,,2,
AGR_000907,M,33,19,1,,2,
AGR_000908,M,38,1,1,,2,4
AGR_000909,F,99,22,2,,2,
AGR_000910,M,28,7,2,,2,2
AGR_000911,M,38,3,1,,2,3
AGR_000912,M,30,22,1,,2,
AGR_000913,M,51,9,1,,2,3
AGR_000914,F,22,,,8,2,15
AGR_000915,M,47,2,1,,2,3
AGR_000916,M,28,3,1,,2,4
AGR_000917,M,31,9,2,,2,
AGR_000918,M,10,22,2,,1,
AGR_000919,M,13,21,,,1,
AGR_000920,M,56,1,1,,2,
AGR_000921,M,99,9,1,,1,15
AGR_000922,M,16,,,,2,
AGR_000923,M,30,2,1,,2,2
AGR_000924,M,30,6,2,,2,15
AGR_000925,M,14,21,2,,2,
AGR_000926,F,23,10,1,,2,3
AGR_000927,M,99,23,2,,2,
AGR_000928,M,23,3,2,,2,3
AGR_000929,M,27,22,,,2,
AGR_000930,M,25,13,1,,2,3
AGR_000931,M,20,23,2,,2,
AGR_000932,M,26,13,1,,2,3
AGR_000933,M,21,3,2,,2,
AGR_000934,M,26,13,1,,2,2
AGR_000935,M,27,23,2,,2,
AGR_000936,M,20,3,2,,2,3
AGR_000937,M,40,9,1,,2,
AGR_000938,M,30,9,1,,1,
AGR_000939,M,42,9,1,,2,
AGR_000940,M,40,15,1,,1,
AGR_000941,M,70,12,2,,2,
AGR_000942,M,38,2,1,,1,3
AGR_000943,F,40,10,1,,2,10
AGR_000944,M,13,18,1,,2,
AGR_000945,M,12,22,2,,2,
AGR_000946,M,38,1,1,,2,1
AGR_000947,M,19,,,,2,3
AGR_000948,F,35,1,2,,2,3
AGR_000949,M,13,23,2,,2,
AGR_000950,M,33,23,2,,2,
AGR_000951,M,58,,,,2,3
AGR_000952,M,20,23,2,,1,3
AGR_000953,M,30,1,1,,1,3
AGR_000954,M,30,23,1,,2,
AGR_000955,M,30,21,1,,2,
AGR_000956,M,20,22,1,,2,3
AGR_000957,M,59,8,2,,2,4
AGR_000958,M,99,,,,2,1
AGR_000959,M,27,9,1,,2,15
AGR_000960,F,45,,,,1,15
AGR_000961,M,23,2,1,,2,15
AGR_000962,M,29,1,1,,2,15
AGR_000963,M,10,23,1,,2,15
AGR_000964,M,15,18,2,,,
AGR_000965,,0,,,,2,15
AGR_000966,M,0,25,2,7,2,4
AGR_000967,M,30,15,1,,2,
AGR_000968,M,65,23,2,,2,
AGR_000969,F,40,20,2,,2,3
AGR_000970,M,28,6,2,,2,1
AGR_000971,M,25,1,1,,2,1
AGR_000972,F,99,,,,2,
AGR_000973,M,24,2,1,,2,1
AGR_000974,M,34,1,1,,2,1
AGR_000975,M,13,22,2,,1,
AGR_000976,F,39,1,,,2,15
AGR_000977,M,14,3,2,,2,
AGR_000978,M,35,19,2,,2,4
AGR_000979,M,58,1,1,,2,15
AGR_000980,M,99,13,1,,2,3
AGR_000981,M,99,14,2,,2,
AGR_000982,F,15,12,1,,2,3
AGR_000983,F,25,2,1,,2,15
AGR_000984,M,25,1,1,,1,15
AGR_000985,M,45,9,1,,2,
AGR_000986,M,42,2,1,,2,3
AGR_000987,F,45,1,1,,2,15
AGR_000988,F,23,22,2,,2,
AGR_000989,F,43,9,1,,2,15
AGR_000990,M,54,23,2,,2,
AGR_000991,F,20,10,,,2,
AGR_000992,M,85,22,2,,2,
AGR_000993,F,36,1,1,,2,3
AGR_000994,M,30,13,1,,2,
AGR_000995,M,25,22,2,,2,11
AGR_000996,M,19,2,1,,2,15
AGR_000997,M,24,2,2,,1,
AGR_000998,M,0,22,2,,1,3
AGR_000999,M,0,24,2,,1,3
AGR_001000,M,49,9,2,,2,3
AGR_001001,M,25,24,2,,2,4
AGR_001002,M,28,21,1,,2,
AGR_001003,M,20,3,2,,1,
AGR_001004,M,20,21,1,,2,3
AGR_001005,M,43,9,1,,2,3
AGR_001006,M,30,5,2,,2,3
AGR_001007,F,30,19,2,,2,3
AGR_001008,M,50,18,2,,2,3
AGR_001009,M,11,,,8,2,
AGR_001010,M,58,13,1,,2,15
AGR_001011,F,19,10,1,,2,
AGR_001012,M,24,23,2,,2,
AGR_001013,M,38,11,1,,2,2
AGR_001014,F,27,,,7,2,15
AGR_001015,M,32,2,1,,2,3
AGR_001016,M,50,15,1,,2,3
AGR_001017,F,37,23,2,,2,15
AGR_001018,M,15,3,1,,2,
AGR_001019,M,40,14,2,,2,
AGR_001020,M,25,10,1,,1,
AGR_001021,M,30,2,,,2,4
AGR_001022,F,99,22,2,,2,15
AGR_001023,F,30,23,2,,2,3
AGR_001024,M,14,,,7,2,
AGR_001025,F,14,23,2,,2,15
AGR_001026,M,33,2,2,,2,2
AGR_001027,M,99,25,2,2,2,3
AGR_001028,M,2,22,2,,2,3
AGR_001029,M,5,25,2,8,2,
AGR_001030,M,28,23,2,,2,1
AGR_001031,F,15,24,2,,2,
AGR_001032,M,17,22,2,,2,3
AGR_001033,M,99,25,2,6,2,3
AGR_001034,F,0,22,1,,1,1
AGR_001035,M,33,7,2,,2,
AGR_001036,M,48,19,2,,2,
AGR_001037,M,32,21,2,,2,
AGR_001038,F,30,6,1,,2,3
AGR_001039,F,50,17,2,,2,15
AGR_001040,F,21,5,2,,2,3
AGR_001041,M,10,23,2,,2,4
AGR_001042,F,35,1,1,,2,4
AGR_001043,M,50,9,1,,2,15
AGR_001044,M,27,2,1,,2,1
AGR_001045,M,40,15,1,,2,3
AGR_001046,M,30,22,,,2,15
AGR_001047,F,13,10,2,,2,
AGR_001048,M,24,5,1,,2,3
AGR_001049,M,48,21,1,,2,3
AGR_001050,F,20,3,2,,2,10
AGR_001051,M,27,2,2,,2,3
AGR_001052,M,41,3,2,,2,3
AGR_001053,M,30,13,2,,2,3
AGR_001054,M,37,1,,,2,3
AGR_001055,M,20,1,1,,2,
AGR_001056,M,18,2,1,,2,
AGR_001057,M,18,1,1,,2,
AGR_001058,F,30,10,1,,2,
AGR_001059,M,10,,,,1,
AGR_001060,M,16,1,2,,2,
AGR_001061,M,99,,,,1,
AGR_001062,M,30,25,2,6,2,
AGR_001063,F,99,25,2,6,2,15
AGR_001064,F,60,25,2,10,2,15
AGR_001065,M,34,24,1,,2,3
AGR_001066,M,23,22,1,,2,3
AGR_001067,M,50,25,2,7,2,4
AGR_001068,M,14,24,1,,2,3
AGR_001069,F,23,10,1,,2,
AGR_001070,F,99,24,2,,2,3
AGR_001071,M,65,24,1,,2,3
AGR_001072,M,34,2,2,,2,15
AGR_001073,M,99,23,1,,2,
AGR_001074,M,20,22,2,,2,4
AGR_001075,M,23,11,1,,2,1
AGR_001076,M,40,17,1,,2,
AGR_001077,M,45,1,2,,2,1
AGR_001078,M,18,23,,,2,
AGR_001079,M,20,23,,,2,
AGR_001080,M,17,22,,,2,
AGR_001081,F,17,23,2,,2,15
AGR_001082,M,32,9,2,,2,
AGR_001083,M,50,15,,,2,
AGR_001084,M,18,3,2,,1,3
AGR_001085,M,23,21,2,,2,3
AGR_001086,M,40,,,,2,
AGR_001087,M,68,1,1,,2,3
AGR_001088,M,20,22,1,,2,
AGR_001089,F,40,10,1,,2,3
AGR_001090,M,45,2,1,,2,
AGR_001091,M,30,18,1,,2,3
AGR_001092,M,10,23,2,,2,3
AGR_001093,M,40,22,2,,2,2
AGR_001094,M,15,,,,1,11
AGR_001095,F,48,1,1,,2,15
AGR_001096,M,25,23,2,,2,3
AGR_001097,M,18,2,1,,1,15
AGR_001098,F,28,10,2,,2,
AGR_001099,F,0,25,2,4,2,15
AGR_001100,M,65,22,,,2,
AGR_001101,M,45,15,1,,2,
AGR_001102,M,21,6,2,,1,
AGR_001103,F,35,23,2,,2,15
AGR_001104,M,17,22,2,,2,15
AGR_001105,M,25,,,2,2,
AGR_001106,M,38,2,1,,1,2
AGR_001107,M,30,6,2,,2,
AGR_001108,M,40,22,,,2,
AGR_001109,M,42,1,1,,1,3
AGR_001110,M,22,22,2,,2,3
AGR_001111,M,30,1,1,,2,15
AGR_001112,M,37,1,1,,2,3
AGR_001113,M,26,18,2,,2,
AGR_001114,M,32,9,2,,2,3
AGR_001115,M,40,,,,2,3
AGR_001116,M,33,1,1,,2,1
AGR_001117,M,23,2,1,,2,1
AGR_001118,F,99,1,1,,2,4
AGR_001119,M,31,1,1,,2,3
AGR_001120,M,87,14,1,,2,
AGR_001121,M,26,11,1,,2,3
AGR_001122,M,50,9,2,,2,3
AGR_001123,M,2,10,1,,2,
AGR_001124,F,0,25,1,6,2,
AGR_001125,M,0,10,2,,2,3
AGR_001126,M,52,1,1,,1,15
AGR_001127,M,28,2,1,,1,
AGR_001128,M,20,,,7,2,
AGR_001129,M,41,11,2,,2,2
AGR_001130,M,35,15,1,,2,
AGR_001131,M,35,2,1,,2,4
AGR_001132,M,29,2,1,,2,4
AGR_001133,M,10,13,1,,2,3
AGR_001134,F,28,17,2,,2,3
AGR_001135,M,18,21,2,,2,3
AGR_001136,M,40,9,1,,2,4
AGR_001137,M,63,14,1,,2,
AGR_001138,M,50,14,2,,2,
AGR_001139,M,40,2,2,,2,3
AGR_001140,F,23,18,2,,2,3
AGR_001141,M,25,6,2,,2,3
AGR_001142,M,22,1,1,,2,3
AGR_001143,M,39,6,2,,2,14
AGR_001144,F,10,22,2,,2,
AGR_001145,M,25,22,,,2,
AGR_001146,M,27,1,,,1,15
AGR_001147,M,21,7,2,,1,
AGR_001148,M,19,13,1,,1,15
AGR_001149,M,38,2,1,,2,15
AGR_001150,F,70,14,1,,2,
AGR_001151,F,15,21,2,,2,10
AGR_001152,M,25,6,2,,2,15
AGR_001153,M,99,1,1,,2,3
AGR_001154,M,25,23,2,,2,
AGR_001155,F,42,1,1,,2,3
AGR_001156,F,0,25,1,10,2,12
AGR_001157,F,0,24,1,,2,1
AGR_001158,M,16,21,1,,2,4
AGR_001159,M,24,2,1,,2,15
AGR_001160,F,27,13,2,,2,3
AGR_001161,M,45,2,1,,2,3
AGR_001162,M,41,2,1,,2,3
AGR_001163,M,60,2,1,,2,3
AGR_001164,M,40,,,7,2,
AGR_001165,M,99,15,1,,2,
AGR_001166,M,19,21,1,,2,3
AGR_001167,F,48,5,2,,2,3
AGR_001168,M,70,1,1,,2,3
AGR_001169,M,99,23,2,,2,3
AGR_001170,M,18,7,2,,2,
AGR_001171,M,40,22,2,,2,15
AGR_001172,M,99,3,1,,2,3
AGR_001173,F,31,2,1,,2,3
AGR_001174,M,69,14,1,,2,
AGR_001175,M,34,1,1,,1,15
AGR_001176,M,52,15,1,,2,3
AGR_001177,M,32,1,2,,2,3
AGR_001178,M,49,13,1,,2,3
AGR_001179,F,27,7,2,,2,10
AGR_001180,M,10,,,,2,
AGR_001181,M,15,21,2,,2,
AGR_001182,M,72,1,1,,2,3
AGR_001183,F,72,1,1,,2,4
AGR_001184,F,20,17,1,,2,
AGR_001185,M,42,6,2,,2,4
AGR_001186,M,25,21,2,,2,
AGR_001187,M,0,25,1,2,1,
AGR_001188,F,0,25,2,1,2,15
AGR_001189,F,0,24,2,,1,3
AGR_001190,I,0,25,1,10,2,
AGR_001191,M,55,22,2,,2,
AGR_001192,M,24,6,2,,2,3
AGR_001193,F,52,13,1,,2,3
AGR_001194,M,42,1,1,,2,3
AGR_001195,M,42,9,1,,1,3
AGR_001196,M,28,1,1,,2,1
AGR_001197,F,35,17,2,,2,
AGR_001198,M,45,15,2,,2,3
AGR_001199,M,75,14,2,,2,
AGR_001200,M,25,2,2,,2,
AGR_001201,M,40,21,2,,1,
AGR_001202,M,24,3,2,,2,
AGR_001203,M,43,23,1,,2,
AGR_001204,M,11,18,2,,2,
AGR_001205,M,15,,,,2,
AGR_001206,M,28,23,2,,2,
AGR_001207,F,40,16,2,,1,
AGR_001208,M,38,,,,1,15
AGR_001209,F,20,23,2,,2,15
AGR_001210,M,23,1,1,,2,1
AGR_001211,M,21,1,1,,2,4
AGR_001212,F,99,10,1,,1,
AGR_001213,M,48,1,1,,2,3
AGR_001214,M,49,1,1,,2,1
AGR_001215,M,29,19,2,,2,15
AGR_001216,M,14,22,,,2,
AGR_001217,F,90,23,2,,2,2
AGR_001218,M,90,,,,2,13
AGR_001219,M,29,5,2,,2,4
AGR_001220,M,34,9,1,,2,
AGR_001221,M,26,1,1,,2,2
AGR_001222,M,27,5,2,,2,13
AGR_001223,M,54,2,1,,2,3
AGR_001224,M,30,22,,,2,
AGR_001225,M,70,14,2,,2,
AGR_001226,M,48,22,2,,2,
AGR_001227,F,43,2,1,,2,1
AGR_001228,M,40,9,2,,2,
AGR_001229,F,35,10,1,,2,3
AGR_001230,F,32,10,1,,2,
AGR_001231,F,25,1,1,,2,3
AGR_001232,M,35,1,2,,2,15
AGR_001233,M,42,15,1,,2,
AGR_001234,M,34,1,1,,2,10
AGR_001235,F,25,4,2,,1,3
AGR_001236,M,45,23,2,,1,
AGR_001237,M,14,11,1,,2,15
AGR_001238,F,26,10,,,2,3
AGR_001239,M,37,,,8,2,
AGR_001240,F,41,20,1,,2,3
AGR_001241,M,36,2,2,,2,3
AGR_001242,M,25,10,1,,1,15
AGR_001243,M,99,22,2,,1,11
AGR_001244,M,20,11,1,,2,15
AGR_001245,F,23,10,,,2,
AGR_001246,M,34,1,1,,2,
AGR_001247,M,25,15,1,,2,3
AGR_001248,F,60,21,2,,2,15
AGR_001249,F,0,23,2,,2,
AGR_001250,F,0,25,2,1,2,3
AGR_001251,M,99,24,1,,2,3
AGR_001252,M,31,22,1,,2,
AGR_001253,M,22,24,1,,2,
AGR_001254,M,25,2,1,,2,14
AGR_001255,M,36,13,1,,2,3
AGR_001256,F,37,10,1,,2,3
AGR_001257,M,45,14,2,,2,
AGR_001258,M,30,18,2,,2,
AGR_001259,F,20,19,1,,2,3
AGR_001260,M,23,2,1,,2,
AGR_001261,F,28,6,2,,2,3
AGR_001262,M,40,21,2,,2,3
AGR_001263,M,48,21,2,,2,
AGR_001264,M,29,2,1,,2,15
AGR_001265,F,20,10,2,,2,
AGR_001266,M,29,2,1,,2,
AGR_001267,M,28,,,8,2,3
AGR_001268,M,30,6,1,,2,3
AGR_001269,M,36,6,2,,2,3
AGR_001270,M,24,17,2,,2,
AGR_001271,M,38,7,2,,2,3
AGR_001272,M,69,9,1,,2,3
AGR_001273,M,69,9,1,,2,
AGR_001274,M,42,22,,,2,
AGR_001275,M,20,7,2,,2,1
AGR_001276,M,2,25,2,2,,
AGR_001277,M,21,25,2,8,2,
AGR_001278,M,30,25,2,13,2,
AGR_001279,M,30,22,1,,2,1
AGR_001280,M,29,23,2,,2,3
AGR_001281,M,16,23,2,,2,
AGR_001282,M,46,22,1,,2,15
AGR_001283,F,33,22,1,,2,3
AGR_001284,F,27,10,2,,2,15
AGR_001285,M,32,23,2,,2,
AGR_001286,M,99,24,2,,2,
AGR_001287,M,31,24,2,,2,
AGR_001288,M,20,24,2,,2,3
AGR_001289,M,20,25,2,7,2,
AGR_001290,SD,0,25,2,10,2,
AGR_001291,M,20,21,1,,2,
AGR_001292,F,26,1,1,,2,3
AGR_001293,M,25,2,1,,2,15
AGR_001294,M,61,14,1,,2,
AGR_001295,M,29,13,2,,2,3
AGR_001296,M,13,13,2,,2,
AGR_001297,M,29,,,,2,15
AGR_001298,M,33,13,1,,2,4
AGR_001299,M,48,13,1,,2,3
AGR_001300,M,40,2,1,,2,2
AGR_001301,M,35,6,2,,2,1
AGR_001302,M,19,13,1,,2,
AGR_001303,M,30,23,2,,1,
AGR_001304,M,30,21,2,,2,
AGR_001305,M,48,9,1,,2,
AGR_001306,M,31,2,1,,2,15
AGR_001307,M,34,2,2,,1,3
AGR_001308,M,40,14,1,,2,
AGR_001309,M,20,13,1,,2,15
AGR_001310,M,60,20,2,,2,3
AGR_001311,M,25,17,2,,2,3
AGR_001312,M,55,15,1,,2,4
AGR_001313,M,17,,,,2,
AGR_001314,F,40,10,1,,2,15
AGR_001315,M,17,,,,2,3
AGR_001316,M,12,23,2,,1,15
AGR_001317,M,31,6,2,,2,3
AGR_001318,M,99,3,2,,2,3
AGR_001319,M,50,21,2,,2,
AGR_001320,M,44,22,1,,2,3
AGR_001321,F,0,10,1,,2,1
AGR_001322,M,13,3,2,,2,
AGR_001323,M,25,13,2,,2,3
AGR_001324,M,56,17,2,,2,
AGR_001325,M,40,21,1,,2,
AGR_001326,M,73,1,1,,2,
AGR_001327,M,90,,,,2,
AGR_001328,M,35,1,1,,2,2
AGR_001329,F,13,3,2,,2,
AGR_001330,M,16,23,,,2,
AGR_001331,M,27,6,2,,2,1
AGR_001332,M,48,2,1,,2,3
AGR_001333,M,28,6,2,,2,4
AGR_001334,F,16,23,2,,2,15
AGR_001335,M,11,23,2,,2,
AGR_001336,M,22,17,2,,2,3
AGR_001337,M,76,7,1,,2,3
AGR_001338,M,27,,,8,2,
AGR_001339,M,25,3,2,,2,1
AGR_001340,M,36,9,2,,2,
AGR_001341,M,70,9,2,,2,3
AGR_001342,M,50,13,2,,2,3
AGR_001343,M,21,12,1,,1,2
AGR_001344,M,21,23,2,,2,1
AGR_001345,M,20,23,2,,1,
AGR_001346,M,27,1,,,2,15
AGR_001347,M,20,11,1,,2,3
AGR_001348,M,45,23,2,,2,
AGR_001349,F,18,,,,2,4
AGR_001350,M,38,,,6,2,
AGR_001351,M,30,23,2,,2,15
AGR_001352,F,37,2,1,,2,3
AGR_001353,M,20,6,1,,2,
AGR_001354,M,36,19,1,,2,3
AGR_001355,I,0,9,2,,2,
AGR_001356,M,24,22,2,,2,
AGR_001357,M,40,15,2,,1,
AGR_001358,M,45,23,2,,2,15
AGR_001359,M,34,21,1,,2,
AGR_001360,M,41,1,1,,2,
AGR_001361,M,52,22,2,,2,3
AGR_001362,M,90,,,,2,10
AGR_001363,M,26,13,2,,2,3
AGR_001364,M,46,,,7,1,4
AGR_001365,F,40,22,2,,2,
AGR_001366,F,35,,,,2,15
AGR_001367,M,90,,,,2,15
AGR_001368,M,29,1,2,,2,15
AGR_001369,F,32,10,1,,1,3
AGR_001370,M,27,3,2,,2,
AGR_001371,M,12,23,1,,2,
AGR_001372,F,12,23,2,,2,3
AGR_001373,M,19,3,1,,2,
AGR_001374,F,42,1,2,,2,3
AGR_001375,M,37,3,1,,2,3
AGR_001376,F,30,2,1,,2,10
AGR_001377,M,24,13,1,,2,3
AGR_001378,M,54,22,2,,2,
AGR_001379,F,30,11,1,,1,15
AGR_001380,M,31,,,,2,
AGR_001381,M,30,1,2,,2,3
AGR_001382,M,35,,,9,2,
AGR_001383,M,20,22,2,,1,
AGR_001384,F,0,25,2,11,2,3
AGR_001385,F,0,24,2,,2,15
AGR_001386,F,0,10,2,,2,2
AGR_001387,F,26,10,1,,2,
AGR_001388,M,25,24,1,,1,3
AGR_001389,M,23,3,2,,2,
AGR_001390,M,26,2,1,,2,
AGR_001391,M,25,22,2,,2,4
AGR_001392,M,20,21,2,,2,3
AGR_001393,M,22,6,,,2,3
AGR_001394,M,47,22,2,,2,
AGR_001395,M,27,7,2,,2,15
AGR_001396,M,29,2,2,,2,3
AGR_001397,M,30,19,2,,2,
AGR_001398,M,24,7,2,,2,
AGR_001399,M,25,7,,,2,2
AGR_001400,F,18,,,1,2,2
AGR_001401,M,30,11,,,2,3
AGR_001402,M,22,3,2,,2,
AGR_001403,F,31,2,2,,2,4
AGR_001404,M,44,9,2,,1,
AGR_001405,M,31,15,1,,2,
AGR_001406,M,17,3,2,,1,
AGR_001407,M,52,15,1,,2,2
AGR_001408,M,14,11,1,,1,3
AGR_001409,M,62,18,2,,2,
AGR_001410,M,18,1,1,,2,3
AGR_001411,M,0,23,2,,1,2
AGR_001412,F,0,25,2,8,2,15
AGR_001413,F,17,10,1,,2,
AGR_001414,M,12,25,1,2,2,
